area,bathrooms,bedrooms,description,fetched_at,furnished,images,listing_id,location,price,property_type,seller_name,title,url
225 Sqft,1,1,"This property is a 225 Sqft penthouse with 1 bedroom and 1 bathroom that is available for rent. It is part of the KLCC project in Bandar Kuala Lumpur, Kuala Lumpur and was completed in Jan 2012. You can rent this penthouse long term for RM1,640 per month.
Apartment Features: Modern kitchen equipped with refrigerato
Apartment Features:
Modern kitchen equipped with refrigerator, oven, microwave, and complete cookware
Cozy living room with sofa, coffee table, and television
+60 11 5930 2298 WhatsApp",2025-12-08T15:24:17.254638+00:00,Fully Furnished,"https://cdn.fazwaz.com/wbr/Am8iYk5bJ1N_iPzpUtXAchETTWw/2850x1515/unit/5917830/img-7224.jpeg,https://cdn.fazwaz.com/wbr/TuyCsmrwkou2nJj1Zd8uzKlnWjE/250x250/unit/5917830/img-7225.jpeg,https://cdn.fazwaz.com/wbr/oj9rrWZLsfBiGd2aEDYV0phHwq0/250x250/unit/5917830/img-7226.jpeg,https://cdn.fazwaz.com/wbr/ThocHsr6upfoiEcgAsDUpG_6dMQ/250x250/unit/5917830/img-7227.jpeg,https://cdn.fazwaz.com/wbr/2Ev-4As_ZK5_xh8rj-FHmF8F430/250x250/unit/5917830/img-7228.jpeg",U5917830,"Bandar Kuala Lumpur, Kuala Lumpur, Kuala Lumpur","RM1,640",Penthouse,Private Owner,1 Bedroom Penthouse for rent at KLCC,https://www.fazwaz.my/property-rent/1-bedroom-penthouse-for-rent-at-klcc-in-bandar-kuala-lumpur-kuala-lumpur-u5917830
60 Sqft,1,1,"This property is a 60 Sqft penthouse with 1 bedroom and 1 bathroom that is available for rent. It is part of the KLCC project in Bandar Kuala Lumpur, Kuala Lumpur and was completed in Jan 2012. You can rent this penthouse long term for RM1,640 per month.
Apartment Features: Modern kitchen equipped with refrigerato
Apartment Features:
Modern kitchen equipped with refrigerator, oven, microwave, and complete cookware
Cozy living room with sofa, coffee table, and television
+60 11 5930 2298 WhatsApp",2025-12-08T15:24:17.254638+00:00,Fully Furnished,"https://cdn.fazwaz.com/wbr/IRDGvp1BfBwNx91qCKjtzQVhO-Q/2850x1515/unit/5916958/img-6935.jpeg,https://cdn.fazwaz.com/wbr/eQrYLnfXfX8rZLXwX5sRGeitfSA/250x250/unit/5916958/img-6936.jpeg,https://cdn.fazwaz.com/wbr/bzTBJGEK2AhMiqqJELL_dqtp30U/250x250/unit/5916958/img-6938.jpeg,https://cdn.fazwaz.com/wbr/StRwnCEg_SNcXm2tWH2nCQllYhg/250x250/unit/5916958/img-6939.jpeg,https://cdn.fazwaz.com/wbr/Ygse2GPhxXHLO3lay6FiXN7gykI/250x250/unit/5916958/img-6940.jpeg",U5916958,"Bandar Kuala Lumpur, Kuala Lumpur, Kuala Lumpur","RM1,640",Penthouse,Private Owner,1 Bedroom Penthouse for rent at KLCC,https://www.fazwaz.my/property-rent/1-bedroom-penthouse-for-rent-at-klcc-in-bandar-kuala-lumpur-kuala-lumpur-u5916958
58 Sqft,1,1,"This property is a 58 Sqft penthouse with 1 bedroom and 1 bathroom that is available for rent. It is part of the KLCC project in Bandar Kuala Lumpur, Kuala Lumpur and was completed in Jan 2012. You can rent this penthouse long term for RM1,640 per month.
Apartment Features: Modern kitchen equipped with refrigerato
Apartment Features:
Modern kitchen equipped with refrigerator, oven, microwave, and complete cookware
Cozy living room with sofa, coffee table, and television
+60 11 5930 2298 WhatsApp",2025-12-08T15:24:17.254638+00:00,Fully Furnished,"https://cdn.fazwaz.com/wbr/Q5ERSmzIgHN1caRVTpR-G40Gpqw/2850x1515/unit/5916965/img-5835.jpeg,https://cdn.fazwaz.com/wbr/ZwzSl71T5qb2qAPZ8XU3LfPJytM/250x250/unit/5916965/img-5836.jpeg,https://cdn.fazwaz.com/wbr/VnRxY-Qh8__A48OYFldlKYuqdHo/250x250/unit/5916965/img-5837.jpeg,https://cdn.fazwaz.com/wbr/lKSG9EQIlQ35MaGY-VI3hc4tPTY/250x250/unit/5916965/img-5838.jpeg,https://cdn.fazwaz.com/wbr/47Yao08dBBJuKUYqosNVroYaGW8/250x250/unit/5916965/img-5839.jpeg",U5916965,"Bandar Kuala Lumpur, Kuala Lumpur, Kuala Lumpur","RM1,640",Penthouse,Private Owner,1 Bedroom Penthouse for rent at KLCC,https://www.fazwaz.my/property-rent/1-bedroom-penthouse-for-rent-at-klcc-in-bandar-kuala-lumpur-kuala-lumpur-u5916965
550 Sqft,1,1,"This property is a 550 Sqft penthouse with 1 bedroom and 1 bathroom that is available for rent. It is part of the KLCC project in Bandar Kuala Lumpur, Kuala Lumpur and was completed in Jan 2012. You can rent this penthouse long term for RM411 per month.
Apartment Features: Modern kitchen equipped with refrigerato
Apartment Features:
Modern kitchen equipped with refrigerator, oven, microwave, and complete cookware
Cozy living room with sofa, coffee table, and television
+60 11 5930 2298 WhatsApp",2025-12-08T15:24:17.254638+00:00,Fully Furnished,"https://cdn.fazwaz.com/wbr/DleuGoG9v46c9Shh0VKNszyEw34/2850x1515/unit/5916962/img-4065.jpeg,https://cdn.fazwaz.com/wbr/Zf1h8aHvM4o4bmWudkgJSBaQ_ec/250x250/unit/5916962/img-4066.jpeg,https://cdn.fazwaz.com/wbr/Je_EnSqRwh4suqzwMvr2gOM9esg/250x250/unit/5916962/img-4067.jpeg,https://cdn.fazwaz.com/wbr/yK8-ReX-LweduelOWRv9xJ0HGIw/250x250/unit/5916962/img-4068.jpeg,https://cdn.fazwaz.com/wbr/e9Ba0vigLr10IqXttPSV8ZmpyuQ/250x250/unit/5916962/img-4069.jpeg",U5916962,"Bandar Kuala Lumpur, Kuala Lumpur, Kuala Lumpur",RM411,Penthouse,Private Owner,1 Bedroom Penthouse for rent at KLCC,https://www.fazwaz.my/property-rent/1-bedroom-penthouse-for-rent-at-klcc-in-bandar-kuala-lumpur-kuala-lumpur-u5916962
800 Sqft,1,1,"This property is a 800 Sqft penthouse with 1 bedroom and 1 bathroom that is available for rent. It is part of the KLCC project in Bandar Kuala Lumpur, Kuala Lumpur and was completed in Jan 2012. You can rent this penthouse long term for RM1,850 per month.
Apartment Features: Modern kitchen equipped with refrigerato
Apartment Features:
Modern kitchen equipped with refrigerator, oven, microwave, and complete cookware
Cozy living room with sofa, coffee table, and television
+60 11 5930 2298 WhatsApp",2025-12-08T15:24:17.254638+00:00,Fully Furnished,"https://cdn.fazwaz.com/wbr/2JdCSkpyOVpXdaZldkj9UmlpnJE/2850x1515/unit/5916970/img-7226.jpeg,https://cdn.fazwaz.com/wbr/E4ysk7cFJ7TAwvHSB4Wju3eBlYI/250x250/unit/5916970/img-7227.jpeg,https://cdn.fazwaz.com/wbr/z05B_YqvOr_SOHXw33cz-ku-zJQ/250x250/unit/5916970/img-7228.jpeg,https://cdn.fazwaz.com/wbr/Fi93oENw-XSjrLia9Ter-4DNge8/250x250/unit/5916970/img-7229.jpeg,https://cdn.fazwaz.com/wbr/sBCudebUsTocSQfW_wWkHy0haaI/250x250/unit/5916970/img-7230.jpeg",U5916970,"Bandar Kuala Lumpur, Kuala Lumpur, Kuala Lumpur","RM1,850",Penthouse,Private Owner,1 Bedroom Penthouse for rent at KLCC,https://www.fazwaz.my/property-rent/1-bedroom-penthouse-for-rent-at-klcc-in-bandar-kuala-lumpur-kuala-lumpur-u5916970
550 Sqft,1,1,"This property is a 550 Sqft penthouse with 1 bedroom and 1 bathroom that is available for rent. It is part of the KLCC project in Bandar Kuala Lumpur, Kuala Lumpur and was completed in Jan 2012. You can rent this penthouse long term for RM206 per month.
Apartment Features: Modern kitchen equipped with refrigerato
Apartment Features:
Modern kitchen equipped with refrigerator, oven, microwave, and complete cookware
Cozy living room with sofa, coffee table, and television
+60 11 5930 2298 WhatsApp",2025-12-08T15:24:17.254638+00:00,Fully Furnished,"https://cdn.fazwaz.com/wbr/CMQaRUQP2bC-XVarVw6ZhsxJGAs/2850x1515/unit/5918032/img-1797.jpeg,https://cdn.fazwaz.com/wbr/TjAUPZgL1nqoUxqLQmpiToiqGNU/250x250/unit/5918032/img-1798.jpeg,https://cdn.fazwaz.com/wbr/GAe0LvvVATtRs4jpusT9aPObX-0/250x250/unit/5918032/img-1799.jpeg,https://cdn.fazwaz.com/wbr/ATkJfTLL_2IfGzLNtgYm8jpnoFs/250x250/unit/5918032/img-1800.jpeg,https://cdn.fazwaz.com/wbr/CRFanEw6slutJzqdgQ5iCF-s4Ps/250x250/unit/5918032/img-1801.jpeg",U5918032,"Bandar Kuala Lumpur, Kuala Lumpur, Kuala Lumpur",RM206,Penthouse,Private Owner,1 Bedroom Penthouse for rent at KLCC,https://www.fazwaz.my/property-rent/1-bedroom-penthouse-for-rent-at-klcc-in-bandar-kuala-lumpur-kuala-lumpur-u5918032
250 Sqft,1,2,"This property is a 250 Sqft penthouse with 2 bedrooms and 1 bathroom that is available for rent. It is part of the KLCC project in Bandar Kuala Lumpur, Kuala Lumpur and was completed in Jan 2012. You can rent this penthouse long term for RM2,060 per month.
Apartment Features: Modern kitchen equipped with refrigerato
Apartment Features:
Modern kitchen equipped with refrigerator, oven, microwave, and complete cookware
Cozy living room with sofa, coffee table, and television
+60 11 5930 2298 WhatsApp",2025-12-08T15:24:17.254638+00:00,Fully Furnished,"https://cdn.fazwaz.com/wbr/2NJZ7ckcHDcndO0UFVEmw9UxZyw/2850x1515/unit/5918046/img-6277.jpeg,https://cdn.fazwaz.com/wbr/TV228ZnyJgCakqwAit_gBYHQUxs/250x250/unit/5918046/img-6278.jpeg,https://cdn.fazwaz.com/wbr/ueedqVH9ylpjj7YlhvEezLyQBFs/250x250/unit/5918046/img-6279.jpeg,https://cdn.fazwaz.com/wbr/dnoMwj-S-5q-aVROhIZNoziKKc0/250x250/unit/5918046/img-6281.jpeg,https://cdn.fazwaz.com/wbr/3ALPFHFDueDQR7XylkYIyLuTE1E/250x250/unit/5918046/img-6282.jpeg",U5918046,"Bandar Kuala Lumpur, Kuala Lumpur, Kuala Lumpur","RM2,060",Penthouse,Private Owner,2 Bedroom Penthouse for rent at KLCC,https://www.fazwaz.my/property-rent/2-bedroom-penthouse-for-rent-at-klcc-in-bandar-kuala-lumpur-kuala-lumpur-u5918046
684 Sqft,1,0,"This property is a 684 Sqft studio penthouse with 1 bathroom that is available for rent. It is part of the Setia Sky Residence project in Bandar Kuala Lumpur, Kuala Lumpur and was completed in Apr 2022. You can rent this penthouse long term for RM500 per month.
Fully furnished studio
Kitchen Cabinet,Mattress,TV,A/C,Sofa,Refrigerator,Bedframe,Water Heater,Dining Table,Hood & Hub,Wardrobe,Curtain,Microwave,Washing Machine Facilities Security 24 Hr,Swimming,Squasy,Elevator,Mart,Restaurant,Sauna,Playground,Badminton,Gym,Covered Parking Kindly text the owner on WhatsApp on 601162343286 for more details",2025-12-08T15:24:17.254638+00:00,Fully Furnished,"https://cdn.fazwaz.com/wbr/sRz2SQ5Y5B9DjhFqgzQkPErEN3U/2850x1515/unit/5913574/img-0356.jpeg,https://cdn.fazwaz.com/wbr/Ya8mMxPfxkVG0X9J66hZt-FEwrM/250x250/unit/5913574/img-0357.jpeg,https://cdn.fazwaz.com/wbr/zXGNlrk9o0BCDnYem1c9eOQAwYc/250x250/unit/5913574/img-0358.jpeg,https://cdn.fazwaz.com/wbr/9M_s20A0cFGhtYAaxpXoDSeQWZs/250x250/unit/5913574/img-0388.jpeg,https://cdn.fazwaz.com/wbr/RyFl8TUDCnZEaG4E_BlkuT4l0Y4/250x250/unit/5913574/img-0359.jpeg",U5913574,"Bandar Kuala Lumpur, Kuala Lumpur, Kuala Lumpur",RM500,Penthouse,Private Owner,Studio Penthouse for rent at Setia Sky Residence,https://www.fazwaz.my/property-rent/studio-penthouse-for-rent-at-setia-sky-residence-in-bandar-kuala-lumpur-kuala-lumpur-u5913574
600 Sqft,1,0,"This property is a 600 Sqft studio condo with 1 bathroom that is available for rent. It is part of the The Grid project in Bandar Kuala Lumpur, Kuala Lumpur and was completed in Jun 2023. You can rent this condo long term for RM650 per month.
The Grid - Bandar Kuala Lumpur, Kuala Lumpur
Kindly pm me on WhatsApp +601127199070 for more info regarding the unit
FULL FURNISHED STUDIO NON SHARING
* Bedroom : 1
* Bathroom : 1
* Water Heater
* Air-Cond
* Washing Machine
* Refrigerator
* F.Furnished
* Facing : CITY & Pool View
FACILITIES
Library, Relax Lounge, Swimming Pool, Gym, Meeting Room, Free WiFi Facilities, Self Service Laundry & 7-Eleven.
Furnishing
Kitchen Cabinet,Mattress,Sofa,TV,AC,Refrigerator,Oven,Bedframe,Water Heater,Dining Table,Hood & Hub,Wardrobe,Internet,Microwave,Curtain,Washing Machine
Facilities
Mart,Restaurant,BBQ,Security 24Hr,Swimming,Basketball,Elevator,Kindergarten,Sauna,Playground,Gym,Dobby,Covered Parking
Kindly pm me on WhatsApp +601127199070 for more info regarding the unit",2025-12-08T15:24:17.254638+00:00,Fully Furnished,"https://cdn.fazwaz.com/wbr/6LzV7UsYJkB8wy0BnSVjVB3iM9w/2850x1515/unit/5909965/img-2192.jpeg,https://cdn.fazwaz.com/wbr/yadIttTDQKzNSGAgiJCocOKzHic/250x250/unit/5909965/img-2193.jpeg,https://cdn.fazwaz.com/wbr/JwQYe8b7AgJoqswTo7k33Km22GQ/250x250/unit/5909965/img-2194.jpeg,https://cdn.fazwaz.com/wbr/nUW9XhHCaRA3FoNPfbWPkXb8mfo/250x250/unit/5909965/img-2195.jpeg,https://cdn.fazwaz.com/wbr/cC5s9xSqFOM4J8YIpeHf07W8dt8/250x250/unit/5909965/img-2248.jpeg",U5909965,"Bandar Kuala Lumpur, Kuala Lumpur, Kuala Lumpur",RM650,Condo,Private Owner,Studio Condo for rent at The Grid,https://www.fazwaz.my/property-rent/studio-condo-for-rent-at-the-grid-in-bandar-kuala-lumpur-kuala-lumpur-u5909965
788 Sqft,1,1,"This property is a 788 Sqft penthouse with 1 bedroom and 1 bathroom that is available for rent. It is part of the Le Nouvel KLCC project in Bandar Kuala Lumpur, Kuala Lumpur and was completed in Dec 2016. You can rent this penthouse long term for RM1,200 per month.
Private rooms attached bathroom available Good location Be
Private rooms attached bathroom available Good location
Beautiful Bedroom Home – Perfect for Modern Living
IF YOU ARE INTERESTED IN RENTING THE CONDO/APARTMENT 🏠,KINDLY GET IN TOUCH WITH THE LANDLORD ON ..…WHATSAPP: ‪+60 11-5930 2298
Apartment Features:
Modern kitchen equipped with refrigerator, oven, microwave, and complete cookware
Cozy living room with sofa, coffee table, and television
Facilities:
•-hour security
• Fully-equipped gymnasium
• Mini market
• Children’s playground
• Cafeteria
• Swimming pool
• Barbecue area
• Sky lounge
• Function room and more…
WhatsApp : ‪ +60 11-5930 2298
A condo common room with a private bathroom for the tenant's own use. ‪ +60 11-5930 2298 ‬ Looking for a happy, great tenant to make this cute and place home! Interested tenants should Message the landlord on WhatsApp : ‪ +60 11-5930 2298 ‬ direct owner",2025-12-08T15:24:17.254638+00:00,Fully Furnished,"https://cdn.fazwaz.com/wbr/dQo6VKDTsB7cxZ7NxSnUxx-PnmQ/2850x1515/unit/5912553/img-6964.jpeg,https://cdn.fazwaz.com/wbr/VbGiEZ1Wku1QZNgly-SZNJzjXAg/250x250/unit/5912553/img-6966.jpeg,https://cdn.fazwaz.com/wbr/mOJ6CkIvrW88XheJ74r20j0Cjjg/250x250/unit/5912553/img-6967.jpeg,https://cdn.fazwaz.com/wbr/6FEcD7uVNyifUxayGY4LjqWuR9Q/250x250/unit/5912553/img-6971.jpeg,https://cdn.fazwaz.com/wbr/KQM0lljizM0oSidyFReEwOJm1ho/250x250/unit/5912553/img-6975.jpeg",U5912553,"Bandar Kuala Lumpur, Kuala Lumpur, Kuala Lumpur","RM1,200",Penthouse,Developer,1 Bedroom Penthouse for rent at Le Nouvel KLCC,https://www.fazwaz.my/property-rent/1-bedroom-penthouse-for-rent-at-le-nouvel-klcc-in-bandar-kuala-lumpur-kuala-lumpur-u5912553
478 Sqft,1,0,"This property is a 478 Sqft studio condo with 1 bathroom that is available for rent. It is part of the 51G Kuala Lumpur project in Bandar Kuala Lumpur, Kuala Lumpur and was completed in Apr 2023. You can rent this condo long term for RM800 per month.
51G Kuala Lumpur - Bandar Kuala Lumpur, Kuala Lumpur
Text the landlord on WhatsApp for more information about the house for rent 01162619504
My Unit Includes all Utilities Intact such as Refrigerator, Dry, Washing Machine, Electric Stove and gas, Air cond, Sewage, Trash, Tv set, Furnitures and cabinet. Plus Electricity and Water bills are also Included in the Rent with 1 car park and Free wifi",2025-12-08T15:24:17.254638+00:00,Fully Furnished,"https://cdn.fazwaz.com/wbr/8fZRpxfbU79Cc1W7A5JneXqovyU/2850x1515/unit/5909994/img-2339.jpeg,https://cdn.fazwaz.com/wbr/w_2daiJh9lv9R5yqVsem5WYDuLs/250x250/unit/5909994/img-2340.jpeg,https://cdn.fazwaz.com/wbr/arPoih0tQBQ3Vw3Q13-FOg-dglw/250x250/unit/5909994/img-2342.jpeg,https://cdn.fazwaz.com/wbr/agPVSdKlOllQqkSkTz5s9995SSM/250x250/unit/5909994/img-2343.jpeg,https://cdn.fazwaz.com/wbr/-OrAnEgahcf-fxNDmsYdD4tNC6A/250x250/unit/5909994/img-2344.jpeg",U5909994,"Bandar Kuala Lumpur, Kuala Lumpur, Kuala Lumpur",RM800,Condo,Private Owner,Studio Condo for rent at 51G Kuala Lumpur,https://www.fazwaz.my/property-rent/studio-condo-for-rent-at-51g-kuala-lumpur-in-bandar-kuala-lumpur-kuala-lumpur-u5909994
160 Sqft,1,0,"This property is a 160 Sqft studio condo with 1 bathroom that is available for rent. It is part of the Verve Suites Kl South project in Bandar Kuala Lumpur, Kuala Lumpur and was completed in Sep 2018. You can rent this condo long term for RM650 per month.
Verve Suites Kl South
Serious renter should pm me on wassap +601127199070 for more info about the property
General Room details:
-Non sharing
- Big Wardrobe
-Study table with chair
- Curtain
- Fan & lighting
- Air Conditioner
-Pillow, Bed Sheet and Bed Cover
Free:-
* Free Cleaning (monthly)
* Free Utilities (Water, Electricity, Internet)
*Free wifi
*Free water dispenser
House details:
-Wifi
-Water purifier
-Fridge
-Washing machine with clothes hanger
-Gas with stove
-Kitchen cabinet
-Water heater in the bathroom
-Smart Tv with Tv cabinet
-Bar table with stool chair for dinner
-Shoe cabinet
-Free cleaning monthly for this space
Serious renter should pm me on wassap +601127199070 for more info about the property",2025-12-08T15:24:17.254638+00:00,Fully Furnished,"https://cdn.fazwaz.com/wbr/5TYd7J_RjJ7_iWbDm_BEcy_1kag/2850x1515/unit/5918265/img-4885.jpeg,https://cdn.fazwaz.com/wbr/8bCm6utUoZzkvyFbegKsIKjUWD0/250x250/unit/5918265/img-4884.jpeg,https://cdn.fazwaz.com/wbr/ChR4_8oZqsXf8h3xLf5oBK55Hm4/250x250/unit/5918265/img-4883.jpeg,https://cdn.fazwaz.com/wbr/RBRn3dQNTJsdU7Q9OqbDydIPqTM/250x250/unit/5918265/img-4882.jpeg,https://cdn.fazwaz.com/wbr/0-WoxlYE9ETd-P3iSDXdfAurzco/250x250/unit/5918265/img-4681.jpeg",U5918265,"Bandar Kuala Lumpur, Kuala Lumpur, Kuala Lumpur",RM650,Condo,Private Owner,Studio Condo for rent at Verve Suites Kl South,https://www.fazwaz.my/property-rent/studio-condo-for-rent-at-verve-suites-kl-south-in-bandar-kuala-lumpur-kuala-lumpur-u5918265
130 Sqft,1,0,"This property is a 130 Sqft studio condo with 1 bathroom that is available for rent. It is part of the Verve Suites Kl South project in Bandar Kuala Lumpur, Kuala Lumpur and was completed in Sep 2018. You can rent this condo long term for RM550 per month.
Verve Suites KL South
Serious renter should pm me on wassap +601127199070 for more info about the property
General Room details:
-Non sharing
- Big Wardrobe
-Study table with chair
- Curtain
- Fan & lighting
- Air Conditioner
-Pillow, Bed Sheet and Bed Cover
Free:-
* Free Cleaning (monthly)
* Free Utilities (Water, Electricity, Internet)
*Free wifi
*Free water dispenser
House details:
-Wifi
-Water purifier
-Fridge
-Washing machine with clothes hanger
-Gas with stove
-Kitchen cabinet
-Water heater in the bathroom
-Smart Tv with Tv cabinet
-Bar table with stool chair for dinner
-Shoe cabinet
-Free cleaning monthly for this space
Serious renter should pm me on wassap +601127199070 for more info about the property",2025-12-08T15:24:17.254638+00:00,Fully Furnished,"https://cdn.fazwaz.com/wbr/9T2v-wd5hDAPsBdMWuvgAcwrfEg/2850x1515/unit/5919013/img-4888.jpeg,https://cdn.fazwaz.com/wbr/K29EJvQJq9Iv3MTVrA1SFMID-To/250x250/unit/5919013/img-4892.jpeg,https://cdn.fazwaz.com/wbr/KslPl6jjXxYhwF7P1BD9zrSo0m8/250x250/unit/5919013/img-4891.jpeg,https://cdn.fazwaz.com/wbr/ytrNegpz_KG_w2LZ4OCMPkGLGVg/250x250/unit/5919013/img-4889.jpeg,https://cdn.fazwaz.com/wbr/ZwF56_OAHvB7HB1XNSrz8aUk7Co/250x250/unit/5919013/img-4890.jpeg",U5919013,"Bandar Kuala Lumpur, Kuala Lumpur, Kuala Lumpur",RM550,Condo,Private Owner,Studio Condo for rent at Verve Suites Kl South,https://www.fazwaz.my/property-rent/studio-condo-for-rent-at-verve-suites-kl-south-in-bandar-kuala-lumpur-kuala-lumpur-u5919013
105 Sqft,1,0,"This property is a 105 Sqft studio condo with 1 bathroom that is available for rent. It is part of the Rica Residence project in Bandar Kuala Lumpur, Kuala Lumpur and was completed in Jan 2023. You can rent this condo long term for RM500 per month.
Rica Residence
Serious renter should pm me on wassap +601127199070 for more info about the property
General Room details:
-Non sharing
- Big Wardrobe
-Study table with chair
- Curtain
- Fan & lighting
- Air Conditioner
-Pillow, Bed Sheet and Bed Cover
Free:-
* Free Cleaning (monthly)
* Free Utilities (Water, Electricity, Internet)
*Free wifi
*Free water dispenser
House details:
-Wifi
-Water purifier
-Fridge
-Washing machine with clothes hanger
-Gas with stove
-Kitchen cabinet
-Water heater in the bathroom
-Smart Tv with Tv cabinet
-Bar table with stool chair for dinner
-Shoe cabinet
-Free cleaning monthly for this space
Serious renter should pm me on wassap +601127199070 for more info about the property",2025-12-08T15:24:17.254638+00:00,Fully Furnished,"https://cdn.fazwaz.com/wbr/3-sVjLiokfrBz2FtiUwmbetwwHY/2850x1515/unit/5918261/img-4876.jpeg,https://cdn.fazwaz.com/wbr/jH49k126w5c9s94GsAvJbSIuvjo/250x250/unit/5918261/img-4816.jpeg,https://cdn.fazwaz.com/wbr/cBjqn6ScwGW1YOunOpU-_mMA7GM/250x250/unit/5918261/img-4875.jpeg,https://cdn.fazwaz.com/wbr/3ApmzkcJJK5sEBnkBn94yUU0fps/250x250/unit/5918261/img-4874.jpeg,https://cdn.fazwaz.com/wbr/MTBQ-H1n0jcKVIGBQfcADX6yRqA/250x250/unit/5918261/img-4873.jpeg",U5918261,"Bandar Kuala Lumpur, Kuala Lumpur, Kuala Lumpur",RM500,Condo,Private Owner,Studio Condo for rent at Rica Residence,https://www.fazwaz.my/property-rent/studio-condo-for-rent-at-rica-residence-in-bandar-kuala-lumpur-kuala-lumpur-u5918261
300 Sqft,1,0,"This property is a 300 Sqft studio penthouse with 1 bathroom that is available for rent. It is part of the 51G Kuala Lumpur project in Bandar Kuala Lumpur, Kuala Lumpur and was completed in Apr 2023. You can rent this penthouse long term for RM400 per month.
Looking for a happy, great tenant to make this cute and plac
IF YOU ARE INTERESTED IN RENTING THE CONDO/APARTMENT 🏠,KINDLY GET IN TOUCH WITH THE LANDLORD ON WHATSAPP:+60 10-438 1043
Apartment Features:
Modern kitchen equipped with refrigerator, oven, microwave, and complete cookware
Cozy living room with sofa, coffee table, and television
Facilities:
•-hour security
• Fully-equipped gymnasium
• Mini market
• Children’s playground
• Cafeteria
• Swimming pool
• Barbecue area
• Sky lounge
• Function room and more…
WhatsApp : +60 10-438 1043 Yeong",2025-12-08T15:24:17.254638+00:00,Fully Furnished,"https://cdn.fazwaz.com/wbr/WGk21f5ZaEhirW5N_7ZVkxQiMk8/2850x1515/unit/5890663/img-6964.jpeg,https://cdn.fazwaz.com/wbr/xUmqeG-IB3NP9hRt3FBnIpmxnw0/250x250/unit/5890663/img-6965.jpeg,https://cdn.fazwaz.com/wbr/FGildyE8Qt3HxOux3STIq2RJ7bc/250x250/unit/5890663/img-6966.jpeg,https://cdn.fazwaz.com/wbr/BprwIFNSR3zKxScOFcUUGKsqPDc/250x250/unit/5890663/img-6967.jpeg,https://cdn.fazwaz.com/wbr/XTkPvVbhqGuACqJjblLDTcrTzr8/250x250/unit/5890663/img-6968.jpeg",U5890663,"Bandar Kuala Lumpur, Kuala Lumpur, Kuala Lumpur",RM400,Penthouse,Private Owner,Studio Penthouse for rent at 51G Kuala Lumpur,https://www.fazwaz.my/property-rent/studio-penthouse-for-rent-at-51g-kuala-lumpur-in-bandar-kuala-lumpur-kuala-lumpur-u5890663
620 Sqft,1,0,"This property is a 620 Sqft studio penthouse with 1 bathroom that is available for rent. It is part of the Southlake Terraces project in Bandar Kuala Lumpur, Kuala Lumpur and was completed in Feb 2020. You can rent this penthouse long term for RM650 per month.
Fully furnished studio
Kitchen Cabinet,Mattress,TV,A/C,Sofa,Refrigerator,Bedframe,Water Heater,Dining Table,Hood & Hub,Wardrobe,Curtain,Microwave,Washing Machine
Facilities
Security 24 Hr,Swimming,Squasy,Elevator,Mart,Restaurant,Sauna,Playground,Badminton,Gym,Covered Parking
Kindly text the owner on WhatsApp on 60169413743 for more details",2025-12-08T15:24:17.254638+00:00,Unfurnished,"https://cdn.fazwaz.com/wbr/P4Fj17nZim4B69DgzMugj_JDp5I/2850x1515/unit/5918570/img-0733.jpeg,https://cdn.fazwaz.com/wbr/DBb8gW64coThXv2kFCeP8Sd5-LY/250x250/unit/5918570/img-0734.jpeg,https://cdn.fazwaz.com/wbr/WPQq5Tmi6-3Jl5w2y6NHp19rgbg/250x250/unit/5918570/img-0735.jpeg,https://cdn.fazwaz.com/wbr/BLwDgLGYBow7yv5dE7LxY7jOcxc/250x250/unit/5918570/img-0736.jpeg,https://cdn.fazwaz.com/wbr/_jl46aM4EpsHkAVO1pJUCG-V1AU/250x250/unit/5918570/img-0737.jpeg",U5918570,"Bandar Kuala Lumpur, Kuala Lumpur, Kuala Lumpur",RM650,Penthouse,Private Owner,Studio Penthouse for rent at Southlake Terraces,https://www.fazwaz.my/property-rent/studio-penthouse-for-rent-at-southlake-terraces-in-bandar-kuala-lumpur-kuala-lumpur-u5918570
